af_id,af_pattern,af_user,af_user_text,af_timestamp,af_enabled,af_comments,af_public_comments,af_hidden,af_hit_count,af_throttled,af_deleted,af_actions,af_global,af_group
33,"user_editcount < 12 &
new_size < 100 &
page_namespace % 2 == 1 &
old_size > 150 &
!(user_name in page_prefixedtitle) &
page_namespace != 3 &
!(added_lines irlike ""^#\s*redirect\s*\[\["")",14882394,MusikAnimal,20181018234422,1,"Filter to prevent blanking of talk pages by non-registered users, except to their own user talk page

Adding user space, and a check to prevent it from triggering when the page is already small. - Hersfold

Expanding to new users as well as IPs -- NW 11/19/11
Tweaking, user talk covered by filter 34. - Hersfold
Another tweak - logic fail. It was picking up any non-user talk space because I forgot () and had a | instead of a & - Hersfold

Optimizing - Hersfold

Switched to warning. - Ruslik

add tag ""talk page blanking"" - Cen
Simplified logic. - Ruslik
Added an exception for redirecting. - Ruslik
I increased old size to 150. - Ruslik
Removed parentheses. - Ruslik

add exception for 69.226.103.13 - Cen

NO! Do not exempt particular IPs, its a waste of checks. If they want exemption, create an account. Its free -Prodego

Exempting articles created by anybot. - Ruslik

Optimizing. - KoH

Clean layout and reduce condition count.  -DF

Removed Anybot, that was 2009. RF  2015-07-04",Talk page blanking by unregistered/new user,0,60707,0,0,"warn,tag",0,default
270,"!(""autoconfirmed"" in user_groups) & article_namespace = 0 & !(-edit_delta > old_size / 4) & 

(removed_lines rlike ""\[\[(nostalgia|ten|test|aa|ab|ace|af|ak|als|am|an|ang|ar|arc|arz|as|ast|av|ay|az|ba|bar|bat-smg|bcl|be|be-x-old|bg|bh|bi|bjn|bm|bn|bo|bpy|br|bs|bug|bxr|ca|cbk-zam|cdo|ce|ceb|ch|cho|chr|chy|ckb|co|cr|crh|cs|csb|cu|cv|cy|da|de|diq|dsb|dv|dz|ee|el|eml|eo|es|et|eu|ext|fa|ff|fi|fiu-vro|fj|fo|fr|frp|frr|fur|fy|ga|gag|gan|gd|gl|glk|gn|got|gu|gv|ha|hak|haw|he|hi|hif|ho|hr|hsb|ht|hu|hy|hz|ia|id|ie|ig|ii|ik|ilo|io|is|it|iu|ja|jbo|jv|ka|kaa|kab|kbd|kg|ki|kj|kk|kl|km|kn|ko|koi|kr|krc|ks|ksh|ku|kv|kw|ky|la|lad|lb|lbe|lez|lg|li|lij|lmo|ln|lo|lt|ltg|lv|map-bms|mdf|mg|mh|mhr|mi|min|mk|ml|mn|mo|mr|mrj|ms|mt|mus|mwl|my|myv|mzn|na|nah|nap|nds|nds-nl|ne|new|ng|nl|nn|no|nov|nrm|nso|nv|ny|oc|om|or|os|pa|pag|pam|pap|pcd|pdc|pfl|pi|pih|pl|pms|pnb|pnt|ps|pt|qu|rm|rmy|rn|ro|roa-rup|roa-tara|ru|rue|rw|sa|sah|sc|scn|sco|sd|se|sg|sh|si|simple|sk|sl|sm|sn|so|sq|sr|srn|ss|st|stq|su|sv|sw|szl|ta|te|tet|tg|th|ti|tk|tl|tn|to|tpi|tr|ts|tt|tum|tw|ty|udm|ug|uk|ur|ve|vec|vep|vi|vls|vo|wa|war|wo|wuu|xal|xh|xmf|yi|yo|za|zea|zh|zh-classical|zh-min-nan|zh-yue|zu):"") &
!(added_lines rlike ""\[\[(nostalgia|ten|test|aa|ab|ace|af|ak|als|am|an|ang|ar|arc|arz|as|ast|av|ay|az|ba|bar|bat-smg|bcl|be|be-x-old|bg|bh|bi|bjn|bm|bn|bo|bpy|br|bs|bug|bxr|ca|cbk-zam|cdo|ce|ceb|ch|cho|chr|chy|ckb|co|cr|crh|cs|csb|cu|cv|cy|da|de|diq|dsb|dv|dz|ee|el|eml|eo|es|et|eu|ext|fa|ff|fi|fiu-vro|fj|fo|fr|frp|frr|fur|fy|ga|gag|gan|gd|gl|glk|gn|got|gu|gv|ha|hak|haw|he|hi|hif|ho|hr|hsb|ht|hu|hy|hz|ia|id|ie|ig|ii|ik|ilo|io|is|it|iu|ja|jbo|jv|ka|kaa|kab|kbd|kg|ki|kj|kk|kl|km|kn|ko|koi|kr|krc|ks|ksh|ku|kv|kw|ky|la|lad|lb|lbe|lez|lg|li|lij|lmo|ln|lo|lt|ltg|lv|map-bms|mdf|mg|mh|mhr|mi|min|mk|ml|mn|mo|mr|mrj|ms|mt|mus|mwl|my|myv|mzn|na|nah|nap|nds|nds-nl|ne|new|ng|nl|nn|no|nov|nrm|nso|nv|ny|oc|om|or|os|pa|pag|pam|pap|pcd|pdc|pfl|pi|pih|pl|pms|pnb|pnt|ps|pt|qu|rm|rmy|rn|ro|roa-rup|roa-tara|ru|rue|rw|sa|sah|sc|scn|sco|sd|se|sg|sh|si|simple|sk|sl|sm|sn|so|sq|sr|srn|ss|st|stq|su|sv|sw|szl|ta|te|tet|tg|th|ti|tk|tl|tn|to|tpi|tr|ts|tt|tum|tw|ty|udm|ug|uk|ur|ve|vec|vep|vi|vls|vo|wa|war|wo|wuu|xal|xh|xmf|yi|yo|za|zea|zh|zh-classical|zh-min-nan|zh-yue|zu):"")",365454,Zzuuzz,20170509185805,0,"Addresses cross-wiki vandalism coming from German Wikipedia.

*Tweak, add warning - this catches a lot more vandalism than I was expecting!

**Tweak, the abuse appears to be coming from new accounts. Other vandalism is covered in other filters -TS

Modify so it won't catch blanking. Does this need to be private? -P
:Nope, no need for this to be private, it's quite clear what it does. --Conti

It does not make sense to warn. - Ruslik

Now finds removal of any interwiki lang link - Addshore
Disabled (Hits too much to be usefull - see #531 for removal of ALL interwiki links from a page)- Addshore

marked as deleted. zzuuzz 9 May 2017",Interwiki link removal,0,56352,0,1,tag,0,default
867,"!contains_any(user_rights, ""bot"", ""extendedconfirmed"") &
page_namespace == 0 & (
    page_id == 0 | (
        ""#redirect"" in lcase(removed_lines) &
        !(""#redirect"" in lcase(added_lines))
    )
) &
new_size > 3000",14882394,MusikAnimal,20181018194458,1,"See [[Wikipedia:Edit_filter/Requested#Large_creations_in_single_edit_by_inexperienced_users]], perma link: [[Special:Permalink/793725383]] ~MA

-updated to exempt bots, bug in AF not matching this included permission ~Xaos 20180426",Large creations by inexperienced user,0,51805,0,0,,0,default
346,"article_namespace == 0 & (
  !""confirmed"" in user_groups & (
    (old_size == 0|edit_delta > 500|length (rmwhitespace(added_lines)) > 800) & (
      (rcount (""[a-zA-Z0-9\-]"", added_lines) / (length (rmwhitespace(added_lines)) + 1)) < 0.2 & (
        !(lcase(added_lines) rlike ""lyric|poem|lang"")
      )
    )
  )
)",365454,Zzuuzz,20170514124354,1,"Testing for efficiency, accuracy, and need. - Someguy1221
Regexes are more efficent than using lcase. --Tim
Include numbers. - KoH

Expanding to new articles and large additions that are 90-100% non-english, rather than just 100%. Props to Sole Soul. - Someguy1221

Change to 80-100%. Will observe for FPs. -Sole Soul

FPs associated with certain words. -Sole Soul

FPs on post blanking edits

Optimize prarentheses.  Maybe we should be using article_articleid == 0.  RF 2015-02-22",Large non-English contributions,0,49652,0,0,"warn,tag",0,default
458,"!(""autoconfirmed"" in user_groups) &
(new_size > 0 & new_size < 10)",3855926,Legoktm,20140303202151,0,"Prevents all-caps comments in AFTv5.

Disabling. Why is it necessary to disallow shouting? It may be impolite but it's not all in bad faith. Plus there's the potential for FPs such as all-caps abbreviations. - KoH
 
Reenable with disallow off. - KoH

Enabled this filter with only an auto-flag action, to test that feature on production. All this does is indicate to editors that there could be an issue with this post, as is often the case with people who type their entire comments in all-caps. - Fabrice Florin

Changed the setting of this feedback filter to be included in the 'Feedback' filter group, which was recently implemented by Werdna (Andrew Garrett) to separate edit filter actions from feedback filter actions,so that feedback filters don't impact condition limits for edit filters.  - Fabrice Florin - May 17, 2012

Dropped the action check, as the group setting makes it unnecessary. -Rsterbin

Dropped the warning filter, which is not appropriate for feedback filters (until Werdna revises the tool). Only kept auto-flag for now, because it is unfair to reject someone's post just because they are shouting. Auto-flag should suffice to warn editors of possible abuse. -- Fabrice Florin, June 6, 2012.

Disabling - too many false positives. Oliver Keyes, July 21, 2012

New filter. Moved from filter 460. -Sole Soul

Hit the >5% of actions by itself, and all edits were garbage or vandalism. -- Oliver Keyes (WMF)

Upped to 10 chars to try and reduce the number of hits. Short-term, experimental fix :). -- Oliver Keyes (WMF)

The above action quickly disabled the filter. After my call with Oliver, I realized that upping the number of chars would INCREASE the number of hits even more, so I am now lowering the number of chars down to 3, to see if that solves the issue. Short-term, experimental fix :). -- Fabrice Florin (WMF)

Re-enabling this filter, now that we have deployed a fix to prevent from being disabled after only a few posts. Hopefully it will work better now. I am setting it up for posts that are shorter than 5 characters, as initially intended by Sole Soul. Fingers crossed. -- Fabrice Florin

This filter was automatically disabled with a setting of 5 characters or less, so I am lowering that threshold to disallow posts that have 4 characters or less, to see if it works. -- Fabrice

This filter was automatically disabled with a setting of 4 characters or less, so I am lowering that threshold to disallow posts that have 3 characters or less, to see if it works. -- Fabrice

This filter was automatically disabled with a setting of 3 characters or less, so I am lowering that threshold to disallow posts that have 2 characters or less, to see if it works. -- Fabrice Florin

To enable filtering for very short posts of 10 characters or less, we have now made a change to the Abuse filter extension to increase the threshold that disables filters if they exceed  5% of total actions, raising it to 10% (but only for filters that are in the feedback group, leaving other filters untouched).  To test that this change is working as intended, I will start by disallowing posts with 10 characters or less. If that works and the filter is not disabled, then it means that our change did the job. If the filter is disabled at 10 characters, then I will go down to 9 characters or less, then 8 characters or less, until we reach a stable state. Fingers crossed .... -- Fabrice Florin Oct. 26, 2012

This filter was automatically disabled at 10 characters over the weekend, even though we increased the limit to 10% of feedback actions  ('matching more than 10.00% of actions'), so I am trying it out again with 9 characters -- Fabrice Florin - Oct. 29, 2012

Auto-disabled at 9 characters as well, testing 8. -mlitn

Auto-disabled a couple hours later at 8 characters, so I am trying it out again with 7 characters -- Fabrice Florin - Oct. 29, 2012

Auto-disabled at 7 characters as well, testing 6. -mlitn

Auto-disabled at 6 characters as well, testing 5.  -- Fabrice Florin - Nov. 13, 2012

Auto-disabled at 5 characters as well, testing 4.  -- Fabrice Florin - Nov. 19, 2012

Re-enabling now that threshold has been upped for feedback group. --mlitn - Feb. 12, 2013

Size 0 (no feedback at all) is valid --mlitn - May 14, 2013

Deleting, AFTv5 removed from WMF wikis --Legoktm 03/03/13",Feedback: Extremely short post,0,46898,1,1,disallow,0,default
806,,14882394,MusikAnimal,20181012022640,1,,New account suspicious activity,1,46840,0,0,throttle,0,default
803,"page_namespace == 2 &
!('/' in page_title) &
page_title != user_name & (
    template := ""{{unlocked userpage}}"";

    (
        !(""confirmed"" in user_groups) &
        !(template in old_wikitext) &
        page_id != 31555737 /** manually exclude User:Sandbox **/
    ) | (
        (
            (
                removed_lines contains template &
                !(template in added_lines)
            ) | (
                added_lines contains template &
                !(template in removed_lines)
            )
        ) &
        !(""sysop"" in user_groups)
    )
)",14882394,MusikAnimal,20181023223916,1,"Testing for https://phabricator.wikimedia.org/T149445

Enabling with disallow per [[Wikipedia:Requests for comment/Protect user pages by default]] (see also the talk page) ~ MA 2016.11.30

Add exception for User:Jimbo_Wales, high-profile page advertised as being open ~MA 2016.11.30

Skip for User:Sandbox as well ~Xaos 20161203

Noting the implementation to allow users to selectively disable protection for their userpage, which we may add at some point:
*****
article_namespace == 2 &
!('/' in article_text) &
article_text != user_name & (
  template := ""{{unlocked userpage}}"";

  (
    !(""confirmed"" in user_groups) &
    !(template in old_wikitext)
  ) | (
    (
      (
        removed_lines contains template &
        !(template in added_lines)
      ) | (
        added_lines contains template &
        !(template in removed_lines)
      )
    ) & !(""sysop"" in user_groups)
  )
)
*****
~MA",Prevent new users from editing other's user pages,0,46756,0,0,disallow,0,default
117,"!(""confirmed"" in user_groups) & (
  article_namespace == 0 & (
    edit_delta > -400 & (
      new_size > 50 & (
        stringy := ""\[\[category:\s*living[ _]people|\{\{lifetime"";
        lcase(removed_lines) rlike stringy & (
          !(lcase(added_lines) rlike stringy
            & !(""#redirect"" in lcase(added_lines))
          )
        )
      )
    )
  )
)",14882394,MusikAnimal,20160614004645,1,"remove redirection (irrelevant) and blanking (should be handled elsewhere).  -DF

add edit delta to skip mass deletions - cenarium

Adjust to handle use of {lifetime} and piped categories.  -DF

Add tag: removal of Category:Living People. --Drilnoth

Re-order. -Sole Soul",removal of Category:Living people,0,43822,0,0,tag,0,default
316,,16980,Dragons flight,20150218175744,1,,Subtle changes to articles,1,43756,0,0,throttle,0,default
368,"minor_edit &
(edit_delta < -500 | edit_delta > 500) &
user_editcount < 500 &
!((article_namespace == 2 | article_namespace == 3) & user_name in article_text) &
!(article_namespace % 2 == 1) &
!(""bot"" in lcase(user_name)) &
!(""bot"" in user_groups) &
!(""Wikipedia:Sandbox"" in article_prefixedtext) &
!contains_any(summary, ""reverted"", ""undid"", ""|TW]]"", ""rvv"")",5711305,Cenarium,20150212173530,0,"This will trigger on edits that are marked as minor that have a size change of greater than 500 bytes (either removing or adding 200 or more characters). Obviously, this won't catch all non-minor edits, as a small size change can still be pretty darn major, but this should catch those who mark every single edit as minor.

Ideally, once tested, this will give users a warning along the lines of ""are you sure you want to mark this edit as minor?"" explaining what minor edits are and how to turn off that stupid setting in preferences. - Hersfold, 18:16 Oct. 20 2010

Changing to not trigger on bot edits; most bots mark their edits as minor, and most of the early hits are indeed bots. - Hersfold, 18:30 Oct. 20 2010

Changed size of edit to 500 after finding that many triggered edits could have been minor, and were just adding references or the like. This also goes more in line with Recent Changes, which bolds edits that have a net change of 500 bytes or more. - Hersfold, 18:37 Oct. 20 2010

Disabling until I can figure out why this is eating up 68 (!) conditions. - Hersfold 22:14 Oct. 25 2010

Following some reassurance from Soap (thanks), I'm going to turn this back on with an added condition; if the user has more than 500 edits, it won't trigger for them. There are a large number of experienced users setting this off, and I'd like to assume that they know what they're doing. - Hersfold 22:25 Oct. 25 2010

Now will also not trigger within a user's own userspace. - Hersfold 22:32 Oct. 25 2010

As Gurch pointed out, I apparently fail at logic. NOW it won't trigger in someone's userspace. - Hersfold 15:39 Oct. 26 2010

Removing talk namespaces as well. Aside from that, many if not all of the recent triggers appear to be accurate, so I'm going to turn on warning and tagging. The warning invites reports of false positives, so hopefully that should help with any further problems. - Hersfold 15:42 Oct. 27 2010

Reordering conditions as requested on my talk page - hopefully will make this more efficient. - Hersfold 22:07 Oct. 27 2010

Adding check to avoid issues with sandboxes. --Reaper

Ignore reverts of vandalism. --Reaper
:removed, is this really necessary? It seems to be causing a lot of annoyance.  -- Soap

Marked as deleted - KoH",Making large changes when marking the edit as minor,0,42952,0,1,warn,0,default
249,"!""confirmed"" in user_groups &
summary irlike ""undid|undo|revert|\brv\b""",14882394,MusikAnimal,20180328195529,1,"Filter to track large-scale reverts by new users.
-Rate increase - P

Add ""rv"" to list of summaries. Od Mishehu

Added spaces around ""rv"" - too many false positives due to section names - ""seRVice"", ""reseRVe"", ""oveRView"", etc. - Mr.Z-man
exempt all ST47's pages and subpages -- Soap
"" rv "" (with spaces) won't catch it if it appears at the front. Regex is much more customizable. - KoH

Format. -DF

Use ""confirmed"" instead of ""autoconfirmed"" ~MA

Removing the mysterious clause exempting ST47's userspace. Cursory glance at their user/user talk pages didn't reveal anything justifying this, so I'm assuming it isn't needed anymore (it was added in 2010). Also adding clause to not tag if the user is reverting themselves ~MA

Removing clause checking self-username, sometimes the user is reverting intermediate edits back to their version. This filter only tags, so no biggie if the user is legitimately reverting a lot of their own edits ~MA",New user conducting large scale reverts,0,41712,0,0,"throttle,tag",0,default
9,"!(""confirmed"" in user_groups) &
page_namespace == 0 & (
    bad_words :=""\n[^\x22^\r^\n]*\b(?<!it|man)(is|are|\'re|u\s*r\b)\s+(a|an|)\s*(fuck(ing|)|(u|ü)ber|ultra|very|)[ -]*(\b(ass|arse)(hole|)\b|bastard|co[ck](sucker|s)?\b|[ck]unt|douche|fag|ghey|lo[zs]er|kike|(mother)?f+[uc]+k+(e+r+|f+a+c+e+|t+a+r+d+|a+)|n+i+gg+(e+r+|a+)|p+a?e+d+o+((f|p+h+)i+l+e+)?|prick\b|s+h+i+t+|s+l+u+t+|tosser|twat|wanker|whore\b|b+i+t+c+h+|cabr(ó|o)n|culo|idiot|moron|pendejo|penis\b|put(a|o)\b)"";

    lcase(added_lines) rlike bad_words) &
    !(lcase(removed_lines) rlike bad_words
)",14882394,MusikAnimal,20181018194855,0,"Checking the regex against the old_wikitext seems to worked, false positives are more rare and fixable now.

There is no reason to disable the whole filter for false positives, remove the offending word or add a word boundary check (\b).

Reenabling disallow. - BJ

Add ""faggot"", used by Fang for personal attacks on Versus22.  --NW

""fag"" matches ""faggot"" because it has no \b. -BJ

Added a few simple words - VoA

Merging. -BJ
Splitting filter for new users leaving this one for IPs. -BJ
Remove ""bitch"", it'll still warn in filter 97. -BJ
Making a few words warn only. -BJ

Merged with filter 97. Ruslik
Changed name of the filter. - Ruslik
Fixed error. - Ruslik
Removed some unnecessary regexes

remove retarded, some false positives - Cenarium

FP: Exempting cases where the attack appears in quotes. - KoH

Changing to one regex based on code KoH provided. - Evil saltine

Added \b after whore (to exclude whorehouse). ~~~~

Simplified code. - Ruslik

Added \b after d(i|l)ck and put(a|o). - Ruslik
Added negative lookbehind for ""man"" due to false positive ""a man's penis"" -- Shirik 20 Feb 2010

-1 ""Dick"" seems like it's going to cause too many false positives. -- Shirik 23 Feb 2010
rm ""gay"", there must be another filter that could track this ... will work on it -- Soap
Added a few, added ""+""'s so that things like ""BBIIIIITTTCCCH"" are matched. -Tim1357
rm butt, bum, seem to be matching ""X's butt"" etc -- Soap
remove 's, re-add if you've got time to handle the false positives -- Soap

Simplified and turned public. Temporarily in tag mode to check for FPs. -Sole Soul

Disabled. Few hits that are mostly trigger other filters. -Sole Soul

unregistering tag ""possible vandalism"" - Cen
tweaked in case we ever need it. RF",Personal attacks by unregistered or new user,0,41354,0,0,,0,default
1,"!(""confirmed"" in user_groups) &
page_namespace == 0 &
added_lines contains ""<big><big><big><big>""",14882394,MusikAnimal,20181017165127,0,"test added_links behavior
Turned off to save conditions -- addshore 18/7/13
Testing self
31/7/13 - Salix alba. Add a test warning message and tag with ""test edits""

Testing something
Cluebot NG errors/.

testing revert of tagging, looks like it can't be done on testwiki - Cen

Non-autoconfirmed creating articles RF
IP making possibly unsourced addition to BLP. RF 2105-05-02 - done
Test simpler version of 126 RF
Test (probably) faster version of 614 (we have no metrics) RF
Test simpler version of 79. RF
Test optimized version of 642. RF
New user tagging as ga/fa RF
Checking if booleans cast to numerics so we can do, for example, 2 of 3 conditions. - yes it works. RF
Demo of edit warring possibilities RF
test for Cogniq spam RF
Test for IBAN RF
Test for ""contains"" RF
Test simpler version of 602. RF

New users creating userpages in others' userspaces. - Earwig 2015-10-30
Split off to #733. - Earwig 2015-11-02

Disable.  No hits in over a month, and no edits in several months.  I assume the current ""test"" is over?  -DF

New test for titles containing 10 or more consecutive digits. MER-C (2016-10-19)

Disable, should be enough for test? If not, reenable. - Cen 16/11/06

""Love Lion"" sillyness at Trafalgar Sq. Checking for FPs - Crow 7/30/17
-Disabled, target page is protected -C

Testing if there's other Korean spambots than 119.206.249.167 and 45.122.138.58. -Cyp 2017-12-28

Public logging of adding alt text per request of Whatamidoing-WMF at EFR. -C 31Mar18
- Deactivated per request 17APR18 -C

Reset: Checking for edits over 50 for non autoconfirmed users per req at EF/R. Disable if this becomes a limit killer or performance hog. -C 28May18",General test filter,0,40258,0,0,,0,default
466,,14882394,MusikAnimal,20161229063919,1,,Userspace & talk page spamming,1,38064,0,0,"warn,tag",0,default
753,"article_namespace == 0 & 
(
  ! ""confirmed"" in user_groups & 
  (
     edit_delta == -( rcount(""\[\["", removed_lines) + rcount(""\]\]"", removed_lines) ) & 
     (
        rcount(""\[\["", removed_lines) > rcount(""\[\["", added_lines)
     )
  )
)",16980,Dragons flight,20160407115749,1,"Filter to create tag for when a new user or IP removes wikilinks from an article, to flag potential edits by IP hopping redlink removal vandal. - Coffee

optimize, use edit_delta to cut down consequential removal wikilinks when blanking content. Could probably better restrict to *just* delinking with something like:

  edit_delta == -(rcount(""\[\["", lcase(removed_lines)) +
    rcount(""\]\]"", lcase(removed_lines)))

~MA 2016.02.16

I appreciate that very much MA... hadn't thought of that potential outcome. - Coffee 2016.02.16

No problem. I think we should just target delinking alone. We won't get hits when they make other accompanying changes but there's so many unrelated hits it almost makes it not worthwhile. After all, we're tagging these edits, so we should try to be as accurate as possible ~MA

Remove pointless ""lcase"" calls, and format.  -DF",wikilinks removed by a new user or IP,0,36983,0,0,tag,0,default
58,,365454,Zzuuzz,20190106084020,1,,Long-term pattern abuse,1,35223,0,0,disallow,0,default
31,,82835,Rich Farmbrough,20171016132909,1,,ASCII art,1,34966,0,0,disallow,0,default
164,"article_articleid == 0 & (
  article_namespace == 0 & (
    user_editcount < 250   & (    
      new_size > 500         & (
        ""[edit]"" in new_wikitext |
        lcase(new_wikitext) rlike
        ""\{\{(unreferenced|advert|coi|notability|pp|cleanup|afdm|refimprove|article issues).*\}\}""
      )
    )
  )
)",82835,Rich Farmbrough,20150218122411,1,"Per RAF.  Detects probable cut and paste moves where a large new page is created with either [edit] text in it (indicative of copying the HTML rather than the source) or with message boxes already on it.

Narrowing search pattern to tags that would rarely be placed by the article's creator except in a copy-paste. ~ Someguy1221

:Made this case insensitive.  -DF

Added tag: possible cut and paste move. --Drilnoth
Limited this filter to user with editcount less than 2000. - Ruslik

Autoconfirmed only, presumably everyone with the move tag will make actual moves -Prodego

Optimizing - KoH

Add a few tags from filter 237 in order to merge the two filters.  Change order of tests for (presumably) faster operation.  Change from not auto-confirmed only to less than 250 edits, as inexperienced editors often do copy & paste moves despite having the technical ability to use the move button.  Change tag to read ""... or recreation"" since that is another explanation for where the tags came from.  -ThaddeusB

please don't change the name of a tag already applied to edits, as it creates a new one, instead change the description - Cen

Optimize (nest per Dragon's Flight, see if it changes from 0.66 ms and 2 conditions). RF 2015-02-18",Possible cut and paste moves,0,34351,0,0,tag,0,default
716,"article_namespace == 0 & (
  !""confirmed"" in user_groups & (
    edit_delta < 100 & (
      fa_ga := ""\{\{[\s_]*([Ff]eatured|[Gg]ood)[\s_]*article[\s_]*(\||\}\})"";
      ( 
        added_lines rlike fa_ga ^
        removed_lines rlike fa_ga
      )
    )
  )
)",461626,Od Mishehu,20151205214255,1,"If this is set to disallow it might help avoid FPs with 365. RF 20150802
A surprising 5 hits in 3 days.  Set to disallow.

Back to log-only, too many false positives. Also adding edit_delta to help capture what this is presumably supposed to catch ~MA

Catch removal of tags too. RF 20150829

Use the XOR operator (^). --OM",New user tagging or de-tagging article as FA/GA,0,34135,0,0,,0,default
96,"article_recent_contributors == """"
& user_editcount < 50
& article_namespace == 0
& !(new_size < 150)
& !(contains_any(rmspecials(lcase(added_lines)),rmspecials(lcase(article_text)),""{{subst:pagename}}"",""#redirect"", ""pagename""))",5711305,Cenarium,20150212173317,0,"This filter recognizes newly created articles that do not mention the article subject.
It does not yet apply to multiword titles. If the filter finds any, it will skip those.
I've written this using exclusions, so those cases can be expanded.

-Broken, getting all new pages -Prodego
Update, triggering because the pages use {{subst:PAGENAME}} either exclude that or use rendered wikitext. -Prodego

Excluded template filter reenabled. --Mgm

Switched to contains_any (faster) and put PAGENAME -> pagename, since it is being compared to lcase(added_lines) -Prodego

Included another possible exception. - Mgm

add tag ""new article with no mention of title"" - Cen
Switched to contains_any. - Ruslik

Set editcount, make sure that the user is relatively new. - KoH
rm useless parenthesis. -- Tim

Add ""rmwhitespace"" condition. Also, exclude very short articles (already covered by filter 98). -Sole Soul
""rmspecials"" instead of ""rmwhitespace"". -Sole Soul

Mark as deleted. - KoH",Newly created articles that don't mention their subject,0,33114,0,1,,0,default
167,"article_namespace == 5 & (
  article_articleid == 0  & (
    article_prefixedtext rlike "":Articles for creation.*"" & (
      !(""bot"" in user_groups) & (
        !new_wikitext rlike ""{{subst:AFC submission/(draftnew|submit|submit\|type\=(?:dab|template))}}|{{subst:submit}}|{{WPAFC""
      )
    )
  )
)",82835,Rich Farmbrough,20150724165931,1,"Filter should catch submissions to Articles for creation that do not contain the submissions template, which normally require brute forcing through thousands of submissions to locate.
-Disable. Again, this is blocking good faith edits for a minor issue, which isn't something we should be doing. -Prodego

- Re-enabled. Will discuss with Prodego. - Someguy1221

Merged regexes. - Ruslik
Added template support and optimized -- Shirik 16 Mar 2010

Account for draftnew (2nd option in WP:WIZGO). --slakr 05Oct2011

Ignore flagged bots - Legoktm 24 June 2013

Only apply to WT:AFC pages, not WT:WPAFC pages - Legoktm 17 Sept 2013

Optimize for condition count. RF 20150724",Botched submissions to Articles for creation,0,32972,0,0,warn,0,default
323,"!( ""confirmed"" in user_groups ) & (
  article_namespace == 0 & (
    summary rlike ""Undid revision \d+ by \[\[Special\:Contributions/(ClueBot NG|XLinkBot)""
  )
)",14882394,MusikAnimal,20160614005551,1,"Create Filter. Log only. Tim1357 April 26.
-Restrict to autoconfirmed -X!
-Set to tag. -X!
-Move auto-confirmed bit to before the regex. Tim1357
-This was private when I made it, I had planed to un-private it but I forgot. -- Tim1357

Added an aother anti-vandalism bot I found on a page history. -Od Mishehu
Add ClueBot NG. -- Tim1357
Added XLinkBot. --Beetstra
Remove inactive bots. -Sole Soul

Added 28bot. -- Ixfd64

Removed 28bot for now, it doesn't seem to be active at the moment. -- Ixfd64",Undoing anti-vandalism bot,0,31881,0,0,tag,0,default
613,"!""autoconfirmed"" in user_groups & (
   article_namespace === 0  & (
       ""~~~"" in added_lines  & (
           !old_wikitext rlike ""~~~""
       )
   )
)",14882394,MusikAnimal,20160614035203,0,"Testing phase, will add a warning

too many false positives... disable and delete for good :( ~ MusikAnimal 2014-07-02

re-enabling with modifications thanks to @Nirmos - MusikAnimal 2014-07-07

Warn then tag. Note unconfirmed users will receive this warning when substituting some templates in the article space. I deem exceptions for template usage to be too expensive on the condition limit, given it will likely be rare case for unconfirmed users anyway. I will actively monitor the hit list for accuracy - MusikAnimal 2014-07-07

Optimize for conditions; 
I think the exceptions would be fine given that its already a rare case when we are down to ""~~~"" added. RF 20150714

No longer needed! As per https://phabricator.wikimedia.org/T7645 ~MA",Signing in article,0,28327,0,1,"warn,tag",0,default
728,"user_editcount > 500 & (
  contains_any(user_rights, ""rollback"") & (
    summary rlike ""^.*\(\[\[WP:HG\|HG\]\]\).*$""
  )
)",5711305,Cenarium,20151006132227,0,"This is a filter that marks all edits made by huggle, so that they can be easily filtered out or ignored by other tools.

trying to use manual tag added directly by Huggle -> deleting so that tag is no longer registered by AbuseFilter and can be defined manually - Cen
tag has been manually created, reenable until HG 1.3.17 is released - Cen

restrict to rollbackers with > 500 edits for performance ~MA

.17 is out and most clients should have updated -> switch to manual tagging for perf - Cen",Huggle,0,25869,0,1,tag,0,default
